order_id,date_raw,order_date,date_format_source,order_year,order_month,order_month_start,order_month_name,order_day_name,item_name,item_type,item_price,quantity,transaction_amount,expected_transaction_amount,transaction_amount_matches_expected,transaction_type,missing_transaction_type_flag,received_by,received_by_is_ambiguous_flag,time_of_sale,parsed_date_missing_flag,duplicate_order_id_flag,has_any_quality_flag
138,09-01-2022,2022-01-09,dd-mm-yyyy,2022,2022-01,2022-01-01,Jan 2022,Sunday,Sandwich,Fastfood,60,15,900,900,True,Online,False,Mr.,True,Night,False,False,False
139,2/26/2023,2023-02-26,mm/dd/yyyy,2023,2023-02,2023-02-01,Feb 2023,Sunday,Frankie,Fastfood,50,11,550,550,True,Online,False,Mrs.,True,Night,False,False,False
140,06-12-2022,2022-12-06,dd-mm-yyyy,2022,2022-12,2022-12-01,Dec 2022,Tuesday,Frankie,Fastfood,50,13,650,650,True,Cash,False,Mr.,True,Night,False,False,False
141,6/15/2022,2022-06-15,mm/dd/yyyy,2022,2022-06,2022-06-01,Jun 2022,Wednesday,Aalopuri,Fastfood,20,4,80,80,True,Unknown,True,Mr.,True,Evening,False,False,True
142,12/30/2022,2022-12-30,mm/dd/yyyy,2022,2022-12,2022-12-01,Dec 2022,Friday,Sugarcane juice,Beverages,25,12,300,300,True,Cash,False,Mrs.,True,Morning,False,False,False
143,9/18/2022,2022-09-18,mm/dd/yyyy,2022,2022-09,2022-09-01,Sep 2022,Sunday,Frankie,Fastfood,50,8,400,400,True,Unknown,True,Mrs.,True,Afternoon,False,False,True
144,11/17/2022,2022-11-17,mm/dd/yyyy,2022,2022-11,2022-11-01,Nov 2022,Thursday,Panipuri,Fastfood,20,10,200,200,True,Cash,False,Mrs.,True,Evening,False,False,False
145,10-09-2022,2022-09-10,dd-mm-yyyy,2022,2022-09,2022-09-01,Sep 2022,Saturday,Sandwich,Fastfood,60,14,840,840,True,Online,False,Mr.,True,Morning,False,False,False
146,10/28/2022,2022-10-28,mm/dd/yyyy,2022,2022-10,2022-10-01,Oct 2022,Friday,Frankie,Fastfood,50,4,200,200,True,Unknown,True,Mrs.,True,Afternoon,False,False,True
147,5/17/2022,2022-05-17,mm/dd/yyyy,2022,2022-05,2022-05-01,May 2022,Tuesday,Panipuri,Fastfood,20,7,140,140,True,Online,False,Mr.,True,Evening,False,False,False
148,3/19/2023,2023-03-19,mm/dd/yyyy,2023,2023-03,2023-03-01,Mar 2023,Sunday,Sandwich,Fastfood,60,13,780,780,True,Online,False,Mr.,True,Evening,False,False,False
149,08-09-2022,2022-09-08,dd-mm-yyyy,2022,2022-09,2022-09-01,Sep 2022,Thursday,Sandwich,Fastfood,60,7,420,420,True,Online,False,Mr.,True,Morning,False,False,False
150,1/30/2023,2023-01-30,mm/dd/yyyy,2023,2023-01,2023-01-01,Jan 2023,Monday,Cold coffee,Beverages,40,14,560,560,True,Cash,False,Mr.,True,Afternoon,False,False,False
151,07-10-2022,2022-10-07,dd-mm-yyyy,2022,2022-10,2022-10-01,Oct 2022,Friday,Frankie,Fastfood,50,13,650,650,True,Online,False,Mrs.,True,Morning,False,False,False
152,10/24/2022,2022-10-24,mm/dd/yyyy,2022,2022-10,2022-10-01,Oct 2022,Monday,Cold coffee,Beverages,40,9,360,360,True,Online,False,Mr.,True,Afternoon,False,False,False
153,7/21/2022,2022-07-21,mm/dd/yyyy,2022,2022-07,2022-07-01,Jul 2022,Thursday,Panipuri,Fastfood,20,1,20,20,True,Cash,False,Mrs.,True,Evening,False,False,False
154,12/13/2022,2022-12-13,mm/dd/yyyy,2022,2022-12,2022-12-01,Dec 2022,Tuesday,Vadapav,Fastfood,20,3,60,60,True,Cash,False,Mr.,True,Night,False,False,False
155,02-07-2023,2023-07-02,dd-mm-yyyy,2023,2023-07,2023-07-01,Jul 2023,Sunday,Sugarcane juice,Beverages,25,10,250,250,True,Cash,False,Mrs.,True,Evening,False,False,False
156,3/25/2023,2023-03-25,mm/dd/yyyy,2023,2023-03,2023-03-01,Mar 2023,Saturday,Panipuri,Fastfood,20,14,280,280,True,Cash,False,Mr.,True,Midnight,False,False,False
157,2/24/2023,2023-02-24,mm/dd/yyyy,2023,2023-02,2023-02-01,Feb 2023,Friday,Frankie,Fastfood,50,7,350,350,True,Online,False,Mrs.,True,Midnight,False,False,False
158,5/16/2022,2022-05-16,mm/dd/yyyy,2022,2022-05,2022-05-01,May 2022,Monday,Aalopuri,Fastfood,20,2,40,40,True,Unknown,True,Mr.,True,Midnight,False,False,True
159,10-03-2022,2022-03-10,dd-mm-yyyy,2022,2022-03,2022-03-01,Mar 2022,Thursday,Sugarcane juice,Beverages,25,1,25,25,True,Online,False,Mrs.,True,Afternoon,False,False,False
160,7/23/2022,2022-07-23,mm/dd/yyyy,2022,2022-07,2022-07-01,Jul 2022,Saturday,Vadapav,Fastfood,20,10,200,200,True,Online,False,Mr.,True,Night,False,False,False
161,1/19/2023,2023-01-19,mm/dd/yyyy,2023,2023-01,2023-01-01,Jan 2023,Thursday,Sugarcane juice,Beverages,25,12,300,300,True,Cash,False,Mr.,True,Evening,False,False,False
162,05-07-2022,2022-07-05,dd-mm-yyyy,2022,2022-07,2022-07-01,Jul 2022,Tuesday,Aalopuri,Fastfood,20,11,220,220,True,Cash,False,Mr.,True,Midnight,False,False,False
163,01-06-2023,2023-06-01,dd-mm-yyyy,2023,2023-06,2023-06-01,Jun 2023,Thursday,Frankie,Fastfood,50,6,300,300,True,Online,False,Mrs.,True,Midnight,False,False,False
164,08-10-2022,2022-10-08,dd-mm-yyyy,2022,2022-10,2022-10-01,Oct 2022,Saturday,Sugarcane juice,Beverages,25,7,175,175,True,Online,False,Mr.,True,Afternoon,False,False,False
165,01-05-2023,2023-05-01,dd-mm-yyyy,2023,2023-05,2023-05-01,May 2023,Monday,Sandwich,Fastfood,60,11,660,660,True,Cash,False,Mr.,True,Midnight,False,False,False
166,06-01-2022,2022-01-06,dd-mm-yyyy,2022,2022-01,2022-01-01,Jan 2022,Thursday,Panipuri,Fastfood,20,6,120,120,True,Cash,False,Mrs.,True,Evening,False,False,False
167,2/23/2023,2023-02-23,mm/dd/yyyy,2023,2023-02,2023-02-01,Feb 2023,Thursday,Cold coffee,Beverages,40,6,240,240,True,Cash,False,Mrs.,True,Morning,False,False,False
168,4/19/2022,2022-04-19,mm/dd/yyyy,2022,2022-04,2022-04-01,Apr 2022,Tuesday,Sandwich,Fastfood,60,4,240,240,True,Cash,False,Mrs.,True,Midnight,False,False,False
169,6/20/2022,2022-06-20,mm/dd/yyyy,2022,2022-06,2022-06-01,Jun 2022,Monday,Vadapav,Fastfood,20,6,120,120,True,Cash,False,Mr.,True,Morning,False,False,False
170,2/13/2023,2023-02-13,mm/dd/yyyy,2023,2023-02,2023-02-01,Feb 2023,Monday,Aalopuri,Fastfood,20,6,120,120,True,Unknown,True,Mrs.,True,Afternoon,False,False,True
171,03-02-2023,2023-02-03,dd-mm-yyyy,2023,2023-02,2023-02-01,Feb 2023,Friday,Vadapav,Fastfood,20,11,220,220,True,Cash,False,Mrs.,True,Midnight,False,False,False
172,8/27/2022,2022-08-27,mm/dd/yyyy,2022,2022-08,2022-08-01,Aug 2022,Saturday,Sugarcane juice,Beverages,25,6,150,150,True,Online,False,Mrs.,True,Night,False,False,False
173,1/20/2023,2023-01-20,mm/dd/yyyy,2023,2023-01,2023-01-01,Jan 2023,Friday,Cold coffee,Beverages,40,2,80,80,True,Online,False,Mr.,True,Night,False,False,False
174,09-03-2022,2022-03-09,dd-mm-yyyy,2022,2022-03,2022-03-01,Mar 2022,Wednesday,Aalopuri,Fastfood,20,2,40,40,True,Online,False,Mr.,True,Evening,False,False,False
175,10/17/2022,2022-10-17,mm/dd/yyyy,2022,2022-10,2022-10-01,Oct 2022,Monday,Frankie,Fastfood,50,12,600,600,True,Cash,False,Mrs.,True,Afternoon,False,False,False
176,08-04-2022,2022-04-08,dd-mm-yyyy,2022,2022-04,2022-04-01,Apr 2022,Friday,Panipuri,Fastfood,20,1,20,20,True,Cash,False,Mrs.,True,Midnight,False,False,False
177,7/21/2022,2022-07-21,mm/dd/yyyy,2022,2022-07,2022-07-01,Jul 2022,Thursday,Panipuri,Fastfood,20,11,220,220,True,Online,False,Mrs.,True,Morning,False,False,False
178,12-09-2022,2022-09-12,dd-mm-yyyy,2022,2022-09,2022-09-01,Sep 2022,Monday,Aalopuri,Fastfood,20,2,40,40,True,Cash,False,Mrs.,True,Morning,False,False,False
179,03-03-2023,2023-03-03,dd-mm-yyyy,2023,2023-03,2023-03-01,Mar 2023,Friday,Sugarcane juice,Beverages,25,5,125,125,True,Unknown,True,Mrs.,True,Midnight,False,False,True
180,12-01-2022,2022-01-12,dd-mm-yyyy,2022,2022-01,2022-01-01,Jan 2022,Wednesday,Vadapav,Fastfood,20,6,120,120,True,Online,False,Mrs.,True,Afternoon,False,False,False
181,06-09-2022,2022-09-06,dd-mm-yyyy,2022,2022-09,2022-09-01,Sep 2022,Tuesday,Cold coffee,Beverages,40,7,280,280,True,Cash,False,Mrs.,True,Night,False,False,False
182,07-02-2022,2022-02-07,dd-mm-yyyy,2022,2022-02,2022-02-01,Feb 2022,Monday,Cold coffee,Beverages,40,1,40,40,True,Cash,False,Mr.,True,Midnight,False,False,False
183,07-10-2022,2022-10-07,dd-mm-yyyy,2022,2022-10,2022-10-01,Oct 2022,Friday,Sugarcane juice,Beverages,25,5,125,125,True,Cash,False,Mrs.,True,Midnight,False,False,False
184,01-03-2023,2023-03-01,dd-mm-yyyy,2023,2023-03,2023-03-01,Mar 2023,Wednesday,Cold coffee,Beverages,40,8,320,320,True,Cash,False,Mr.,True,Night,False,False,False
185,1/13/2023,2023-01-13,mm/dd/yyyy,2023,2023-01,2023-01-01,Jan 2023,Friday,Sugarcane juice,Beverages,25,15,375,375,True,Unknown,True,Mr.,True,Night,False,False,True
186,3/15/2023,2023-03-15,mm/dd/yyyy,2023,2023-03,2023-03-01,Mar 2023,Wednesday,Frankie,Fastfood,50,2,100,100,True,Online,False,Mr.,True,Afternoon,False,False,False
187,10-11-2022,2022-11-10,dd-mm-yyyy,2022,2022-11,2022-11-01,Nov 2022,Thursday,Aalopuri,Fastfood,20,15,300,300,True,Cash,False,Mrs.,True,Morning,False,False,False
188,12/28/2022,2022-12-28,mm/dd/yyyy,2022,2022-12,2022-12-01,Dec 2022,Wednesday,Panipuri,Fastfood,20,14,280,280,True,Cash,False,Mrs.,True,Night,False,False,False
189,02-08-2023,2023-08-02,dd-mm-yyyy,2023,2023-08,2023-08-01,Aug 2023,Wednesday,Vadapav,Fastfood,20,12,240,240,True,Online,False,Mr.,True,Afternoon,False,False,False
190,4/26/2022,2022-04-26,mm/dd/yyyy,2022,2022-04,2022-04-01,Apr 2022,Tuesday,Cold coffee,Beverages,40,1,40,40,True,Online,False,Mr.,True,Evening,False,False,False
191,5/20/2022,2022-05-20,mm/dd/yyyy,2022,2022-05,2022-05-01,May 2022,Friday,Sugarcane juice,Beverages,25,14,350,350,True,Cash,False,Mrs.,True,Morning,False,False,False
192,10/26/2022,2022-10-26,mm/dd/yyyy,2022,2022-10,2022-10-01,Oct 2022,Wednesday,Vadapav,Fastfood,20,2,40,40,True,Online,False,Mr.,True,Night,False,False,False
193,02-05-2023,2023-05-02,dd-mm-yyyy,2023,2023-05,2023-05-01,May 2023,Tuesday,Cold coffee,Beverages,40,15,600,600,True,Online,False,Mrs.,True,Midnight,False,False,False
194,12/15/2022,2022-12-15,mm/dd/yyyy,2022,2022-12,2022-12-01,Dec 2022,Thursday,Vadapav,Fastfood,20,4,80,80,True,Cash,False,Mrs.,True,Morning,False,False,False
195,4/23/2022,2022-04-23,mm/dd/yyyy,2022,2022-04,2022-04-01,Apr 2022,Saturday,Sandwich,Fastfood,60,4,240,240,True,Cash,False,Mrs.,True,Night,False,False,False
196,6/25/2022,2022-06-25,mm/dd/yyyy,2022,2022-06,2022-06-01,Jun 2022,Saturday,Sandwich,Fastfood,60,3,180,180,True,Cash,False,Mr.,True,Evening,False,False,False
197,11-08-2022,2022-08-11,dd-mm-yyyy,2022,2022-08,2022-08-01,Aug 2022,Thursday,Panipuri,Fastfood,20,10,200,200,True,Cash,False,Mrs.,True,Midnight,False,False,False
198,01-05-2023,2023-05-01,dd-mm-yyyy,2023,2023-05,2023-05-01,May 2023,Monday,Frankie,Fastfood,50,15,750,750,True,Cash,False,Mr.,True,Morning,False,False,False
199,02-01-2023,2023-01-02,dd-mm-yyyy,2023,2023-01,2023-01-01,Jan 2023,Monday,Frankie,Fastfood,50,6,300,300,True,Online,False,Mrs.,True,Morning,False,False,False
200,12/25/2022,2022-12-25,mm/dd/yyyy,2022,2022-12,2022-12-01,Dec 2022,Sunday,Cold coffee,Beverages,40,10,400,400,True,Cash,False,Mrs.,True,Morning,False,False,False
201,6/30/2022,2022-06-30,mm/dd/yyyy,2022,2022-06,2022-06-01,Jun 2022,Thursday,Panipuri,Fastfood,20,8,160,160,True,Cash,False,Mr.,True,Morning,False,False,False
202,9/21/2022,2022-09-21,mm/dd/yyyy,2022,2022-09,2022-09-01,Sep 2022,Wednesday,Aalopuri,Fastfood,20,9,180,180,True,Cash,False,Mr.,True,Afternoon,False,False,False
203,04-11-2022,2022-11-04,dd-mm-yyyy,2022,2022-11,2022-11-01,Nov 2022,Friday,Vadapav,Fastfood,20,6,120,120,True,Online,False,Mrs.,True,Midnight,False,False,False
204,10/24/2022,2022-10-24,mm/dd/yyyy,2022,2022-10,2022-10-01,Oct 2022,Monday,Cold coffee,Beverages,40,7,280,280,True,Cash,False,Mrs.,True,Evening,False,False,False
205,10/17/2022,2022-10-17,mm/dd/yyyy,2022,2022-10,2022-10-01,Oct 2022,Monday,Vadapav,Fastfood,20,4,80,80,True,Unknown,True,Mr.,True,Afternoon,False,False,True
206,7/27/2022,2022-07-27,mm/dd/yyyy,2022,2022-07,2022-07-01,Jul 2022,Wednesday,Aalopuri,Fastfood,20,4,80,80,True,Cash,False,Mr.,True,Night,False,False,False
207,2/20/2023,2023-02-20,mm/dd/yyyy,2023,2023-02,2023-02-01,Feb 2023,Monday,Cold coffee,Beverages,40,8,320,320,True,Online,False,Mrs.,True,Evening,False,False,False
208,8/26/2022,2022-08-26,mm/dd/yyyy,2022,2022-08,2022-08-01,Aug 2022,Friday,Cold coffee,Beverages,40,13,520,520,True,Cash,False,Mrs.,True,Midnight,False,False,False
209,12-04-2022,2022-04-12,dd-mm-yyyy,2022,2022-04,2022-04-01,Apr 2022,Tuesday,Aalopuri,Fastfood,20,2,40,40,True,Cash,False,Mr.,True,Night,False,False,False
210,01-02-2023,2023-02-01,dd-mm-yyyy,2023,2023-02,2023-02-01,Feb 2023,Wednesday,Sugarcane juice,Beverages,25,15,375,375,True,Unknown,True,Mr.,True,Night,False,False,True
211,4/18/2022,2022-04-18,mm/dd/yyyy,2022,2022-04,2022-04-01,Apr 2022,Monday,Aalopuri,Fastfood,20,12,240,240,True,Cash,False,Mr.,True,Morning,False,False,False
212,05-05-2022,2022-05-05,dd-mm-yyyy,2022,2022-05,2022-05-01,May 2022,Thursday,Cold coffee,Beverages,40,12,480,480,True,Online,False,Mrs.,True,Morning,False,False,False
213,9/29/2022,2022-09-29,mm/dd/yyyy,2022,2022-09,2022-09-01,Sep 2022,Thursday,Vadapav,Fastfood,20,3,60,60,True,Unknown,True,Mrs.,True,Midnight,False,False,True
214,12-03-2022,2022-03-12,dd-mm-yyyy,2022,2022-03,2022-03-01,Mar 2022,Saturday,Sugarcane juice,Beverages,25,14,350,350,True,Online,False,Mr.,True,Evening,False,False,False
215,12-10-2022,2022-10-12,dd-mm-yyyy,2022,2022-10,2022-10-01,Oct 2022,Wednesday,Sugarcane juice,Beverages,25,7,175,175,True,Unknown,True,Mrs.,True,Morning,False,False,True
216,03-07-2023,2023-07-03,dd-mm-yyyy,2023,2023-07,2023-07-01,Jul 2023,Monday,Panipuri,Fastfood,20,9,180,180,True,Cash,False,Mrs.,True,Afternoon,False,False,False
217,3/23/2023,2023-03-23,mm/dd/yyyy,2023,2023-03,2023-03-01,Mar 2023,Thursday,Cold coffee,Beverages,40,10,400,400,True,Cash,False,Mr.,True,Morning,False,False,False
218,12/23/2022,2022-12-23,mm/dd/yyyy,2022,2022-12,2022-12-01,Dec 2022,Friday,Cold coffee,Beverages,40,13,520,520,True,Online,False,Mrs.,True,Midnight,False,False,False
219,10-01-2022,2022-01-10,dd-mm-yyyy,2022,2022-01,2022-01-01,Jan 2022,Monday,Aalopuri,Fastfood,20,9,180,180,True,Cash,False,Mrs.,True,Evening,False,False,False
220,5/13/2022,2022-05-13,mm/dd/yyyy,2022,2022-05,2022-05-01,May 2022,Friday,Sugarcane juice,Beverages,25,1,25,25,True,Cash,False,Mr.,True,Afternoon,False,False,False
221,3/26/2023,2023-03-26,mm/dd/yyyy,2023,2023-03,2023-03-01,Mar 2023,Sunday,Sandwich,Fastfood,60,1,60,60,True,Online,False,Mr.,True,Evening,False,False,False
222,09-11-2022,2022-11-09,dd-mm-yyyy,2022,2022-11,2022-11-01,Nov 2022,Wednesday,Sandwich,Fastfood,60,6,360,360,True,Cash,False,Mrs.,True,Morning,False,False,False
223,9/21/2022,2022-09-21,mm/dd/yyyy,2022,2022-09,2022-09-01,Sep 2022,Wednesday,Panipuri,Fastfood,20,13,260,260,True,Online,False,Mr.,True,Night,False,False,False
224,3/23/2023,2023-03-23,mm/dd/yyyy,2023,2023-03,2023-03-01,Mar 2023,Thursday,Sugarcane juice,Beverages,25,14,350,350,True,Cash,False,Mr.,True,Afternoon,False,False,False
225,3/16/2023,2023-03-16,mm/dd/yyyy,2023,2023-03,2023-03-01,Mar 2023,Thursday,Frankie,Fastfood,50,11,550,550,True,Cash,False,Mrs.,True,Evening,False,False,False
226,12-12-2022,2022-12-12,dd-mm-yyyy,2022,2022-12,2022-12-01,Dec 2022,Monday,Aalopuri,Fastfood,20,13,260,260,True,Online,False,Mrs.,True,Afternoon,False,False,False
227,11/17/2022,2022-11-17,mm/dd/yyyy,2022,2022-11,2022-11-01,Nov 2022,Thursday,Cold coffee,Beverages,40,5,200,200,True,Cash,False,Mrs.,True,Afternoon,False,False,False
228,11-05-2022,2022-05-11,dd-mm-yyyy,2022,2022-05,2022-05-01,May 2022,Wednesday,Panipuri,Fastfood,20,8,160,160,True,Online,False,Mr.,True,Night,False,False,False
229,12/15/2022,2022-12-15,mm/dd/yyyy,2022,2022-12,2022-12-01,Dec 2022,Thursday,Panipuri,Fastfood,20,7,140,140,True,Unknown,True,Mr.,True,Evening,False,False,True
230,4/16/2022,2022-04-16,mm/dd/yyyy,2022,2022-04,2022-04-01,Apr 2022,Saturday,Frankie,Fastfood,50,6,300,300,True,Online,False,Mr.,True,Afternoon,False,False,False
231,4/16/2022,2022-04-16,mm/dd/yyyy,2022,2022-04,2022-04-01,Apr 2022,Saturday,Sugarcane juice,Beverages,25,3,75,75,True,Unknown,True,Mr.,True,Night,False,False,True
232,4/23/2022,2022-04-23,mm/dd/yyyy,2022,2022-04,2022-04-01,Apr 2022,Saturday,Vadapav,Fastfood,20,13,260,260,True,Cash,False,Mrs.,True,Night,False,False,False
233,7/31/2022,2022-07-31,mm/dd/yyyy,2022,2022-07,2022-07-01,Jul 2022,Sunday,Panipuri,Fastfood,20,5,100,100,True,Cash,False,Mr.,True,Morning,False,False,False
234,7/27/2022,2022-07-27,mm/dd/yyyy,2022,2022-07,2022-07-01,Jul 2022,Wednesday,Panipuri,Fastfood,20,10,200,200,True,Cash,False,Mr.,True,Midnight,False,False,False
235,11/29/2022,2022-11-29,mm/dd/yyyy,2022,2022-11,2022-11-01,Nov 2022,Tuesday,Sandwich,Fastfood,60,10,600,600,True,Cash,False,Mrs.,True,Afternoon,False,False,False
236,6/26/2022,2022-06-26,mm/dd/yyyy,2022,2022-06,2022-06-01,Jun 2022,Sunday,Vadapav,Fastfood,20,12,240,240,True,Unknown,True,Mrs.,True,Evening,False,False,True
237,11-08-2022,2022-08-11,dd-mm-yyyy,2022,2022-08,2022-08-01,Aug 2022,Thursday,Panipuri,Fastfood,20,13,260,260,True,Cash,False,Mrs.,True,Midnight,False,False,False
238,4/26/2022,2022-04-26,mm/dd/yyyy,2022,2022-04,2022-04-01,Apr 2022,Tuesday,Vadapav,Fastfood,20,13,260,260,True,Cash,False,Mr.,True,Morning,False,False,False
239,12-04-2022,2022-04-12,dd-mm-yyyy,2022,2022-04,2022-04-01,Apr 2022,Tuesday,Frankie,Fastfood,50,4,200,200,True,Online,False,Mr.,True,Evening,False,False,False
240,12-11-2022,2022-11-12,dd-mm-yyyy,2022,2022-11,2022-11-01,Nov 2022,Saturday,Sandwich,Fastfood,60,10,600,600,True,Cash,False,Mrs.,True,Morning,False,False,False
241,06-06-2022,2022-06-06,dd-mm-yyyy,2022,2022-06,2022-06-01,Jun 2022,Monday,Sugarcane juice,Beverages,25,2,50,50,True,Cash,False,Mr.,True,Afternoon,False,False,False
242,12/23/2022,2022-12-23,mm/dd/yyyy,2022,2022-12,2022-12-01,Dec 2022,Friday,Cold coffee,Beverages,40,4,160,160,True,Online,False,Mrs.,True,Midnight,False,False,False
243,11-12-2022,2022-12-11,dd-mm-yyyy,2022,2022-12,2022-12-01,Dec 2022,Sunday,Panipuri,Fastfood,20,5,100,100,True,Cash,False,Mrs.,True,Midnight,False,False,False
244,11/22/2022,2022-11-22,mm/dd/yyyy,2022,2022-11,2022-11-01,Nov 2022,Tuesday,Sandwich,Fastfood,60,10,600,600,True,Online,False,Mrs.,True,Midnight,False,False,False
245,10-03-2022,2022-03-10,dd-mm-yyyy,2022,2022-03,2022-03-01,Mar 2022,Thursday,Vadapav,Fastfood,20,2,40,40,True,Cash,False,Mrs.,True,Morning,False,False,False
246,11/16/2022,2022-11-16,mm/dd/yyyy,2022,2022-11,2022-11-01,Nov 2022,Wednesday,Vadapav,Fastfood,20,10,200,200,True,Cash,False,Mr.,True,Afternoon,False,False,False
247,10-03-2022,2022-03-10,dd-mm-yyyy,2022,2022-03,2022-03-01,Mar 2022,Thursday,Sugarcane juice,Beverages,25,6,150,150,True,Unknown,True,Mr.,True,Midnight,False,False,True
248,4/17/2022,2022-04-17,mm/dd/yyyy,2022,2022-04,2022-04-01,Apr 2022,Sunday,Frankie,Fastfood,50,5,250,250,True,Online,False,Mrs.,True,Midnight,False,False,False
249,10/26/2022,2022-10-26,mm/dd/yyyy,2022,2022-10,2022-10-01,Oct 2022,Wednesday,Sugarcane juice,Beverages,25,3,75,75,True,Online,False,Mrs.,True,Afternoon,False,False,False
250,11/15/2022,2022-11-15,mm/dd/yyyy,2022,2022-11,2022-11-01,Nov 2022,Tuesday,Sugarcane juice,Beverages,25,6,150,150,True,Online,False,Mrs.,True,Midnight,False,False,False
251,12/21/2022,2022-12-21,mm/dd/yyyy,2022,2022-12,2022-12-01,Dec 2022,Wednesday,Cold coffee,Beverages,40,13,520,520,True,Unknown,True,Mrs.,True,Afternoon,False,False,True
252,3/26/2023,2023-03-26,mm/dd/yyyy,2023,2023-03,2023-03-01,Mar 2023,Sunday,Vadapav,Fastfood,20,8,160,160,True,Online,False,Mr.,True,Midnight,False,False,False
253,6/18/2022,2022-06-18,mm/dd/yyyy,2022,2022-06,2022-06-01,Jun 2022,Saturday,Sugarcane juice,Beverages,25,13,325,325,True,Online,False,Mr.,True,Afternoon,False,False,False
254,10-09-2022,2022-09-10,dd-mm-yyyy,2022,2022-09,2022-09-01,Sep 2022,Saturday,Cold coffee,Beverages,40,12,480,480,True,Unknown,True,Mrs.,True,Afternoon,False,False,True
255,4/30/2022,2022-04-30,mm/dd/yyyy,2022,2022-04,2022-04-01,Apr 2022,Saturday,Vadapav,Fastfood,20,7,140,140,True,Unknown,True,Mrs.,True,Afternoon,False,False,True
256,3/16/2023,2023-03-16,mm/dd/yyyy,2023,2023-03,2023-03-01,Mar 2023,Thursday,Aalopuri,Fastfood,20,3,60,60,True,Online,False,Mrs.,True,Midnight,False,False,False
257,01-03-2023,2023-03-01,dd-mm-yyyy,2023,2023-03,2023-03-01,Mar 2023,Wednesday,Sandwich,Fastfood,60,10,600,600,True,Cash,False,Mrs.,True,Midnight,False,False,False
258,09-06-2022,2022-06-09,dd-mm-yyyy,2022,2022-06,2022-06-01,Jun 2022,Thursday,Vadapav,Fastfood,20,14,280,280,True,Cash,False,Mr.,True,Midnight,False,False,False
259,11/18/2022,2022-11-18,mm/dd/yyyy,2022,2022-11,2022-11-01,Nov 2022,Friday,Sandwich,Fastfood,60,4,240,240,True,Online,False,Mr.,True,Morning,False,False,False
260,09-10-2022,2022-10-09,dd-mm-yyyy,2022,2022-10,2022-10-01,Oct 2022,Sunday,Sugarcane juice,Beverages,25,2,50,50,True,Online,False,Mrs.,True,Night,False,False,False
261,01-11-2023,2023-11-01,dd-mm-yyyy,2023,2023-11,2023-11-01,Nov 2023,Wednesday,Frankie,Fastfood,50,9,450,450,True,Cash,False,Mrs.,True,Midnight,False,False,False
262,03-05-2023,2023-05-03,dd-mm-yyyy,2023,2023-05,2023-05-01,May 2023,Wednesday,Vadapav,Fastfood,20,5,100,100,True,Unknown,True,Mrs.,True,Evening,False,False,True
263,6/19/2022,2022-06-19,mm/dd/yyyy,2022,2022-06,2022-06-01,Jun 2022,Sunday,Panipuri,Fastfood,20,2,40,40,True,Cash,False,Mr.,True,Evening,False,False,False
264,7/18/2022,2022-07-18,mm/dd/yyyy,2022,2022-07,2022-07-01,Jul 2022,Monday,Sugarcane juice,Beverages,25,12,300,300,True,Online,False,Mr.,True,Morning,False,False,False
265,8/15/2022,2022-08-15,mm/dd/yyyy,2022,2022-08,2022-08-01,Aug 2022,Monday,Vadapav,Fastfood,20,6,120,120,True,Cash,False,Mr.,True,Midnight,False,False,False
266,10-02-2022,2022-02-10,dd-mm-yyyy,2022,2022-02,2022-02-01,Feb 2022,Thursday,Frankie,Fastfood,50,10,500,500,True,Online,False,Mrs.,True,Night,False,False,False
267,03-05-2023,2023-05-03,dd-mm-yyyy,2023,2023-05,2023-05-01,May 2023,Wednesday,Vadapav,Fastfood,20,1,20,20,True,Cash,False,Mr.,True,Morning,False,False,False
268,02-05-2023,2023-05-02,dd-mm-yyyy,2023,2023-05,2023-05-01,May 2023,Tuesday,Cold coffee,Beverages,40,12,480,480,True,Cash,False,Mrs.,True,Midnight,False,False,False
269,12/22/2022,2022-12-22,mm/dd/yyyy,2022,2022-12,2022-12-01,Dec 2022,Thursday,Panipuri,Fastfood,20,2,40,40,True,Unknown,True,Mrs.,True,Midnight,False,False,True
270,09-07-2022,2022-07-09,dd-mm-yyyy,2022,2022-07,2022-07-01,Jul 2022,Saturday,Sandwich,Fastfood,60,13,780,780,True,Cash,False,Mr.,True,Evening,False,False,False
271,05-03-2022,2022-03-05,dd-mm-yyyy,2022,2022-03,2022-03-01,Mar 2022,Saturday,Vadapav,Fastfood,20,13,260,260,True,Cash,False,Mr.,True,Evening,False,False,False
272,7/29/2022,2022-07-29,mm/dd/yyyy,2022,2022-07,2022-07-01,Jul 2022,Friday,Frankie,Fastfood,50,5,250,250,True,Online,False,Mrs.,True,Night,False,False,False
273,8/15/2022,2022-08-15,mm/dd/yyyy,2022,2022-08,2022-08-01,Aug 2022,Monday,Panipuri,Fastfood,20,15,300,300,True,Cash,False,Mr.,True,Midnight,False,False,False
274,01-04-2023,2023-04-01,dd-mm-yyyy,2023,2023-04,2023-04-01,Apr 2023,Saturday,Sugarcane juice,Beverages,25,10,250,250,True,Online,False,Mr.,True,Night,False,False,False
275,02-04-2023,2023-04-02,dd-mm-yyyy,2023,2023-04,2023-04-01,Apr 2023,Sunday,Vadapav,Fastfood,20,15,300,300,True,Online,False,Mr.,True,Night,False,False,False
